,text,sentiment
10920,be listen to Darren Hayess Spin Am talkin to -PRON- wacky friend who s go insane -PRON- be not at all tired and -PRON- be mess up bout thing,negative
10921,good moring   go to take a shower fix -PRON- hair and then -PRON- be go out,positive
10922,i just wanna say happy mothers day to all the mommys out there,positive
10923,i love -PRON- hat so cool that look like -PRON- be a fun day   and i love that -PRON- use the word crikey just now,positive
10924,like the name   what kind do -PRON- get,neutral
10925,okay well thank -PRON- -PRON- be so beautiful too,positive
10926,already do index finger leave hand still bleed hurt pretty bad -PRON- hate be clumsy,negative
10927,Happy Mothers Day to all -PRON- twitter mom include -PRON-,positive
10928,have to be in cockermouth for   tomorrow morning jesus christ i want sleep,neutral
10929,nobody do -PRON- well than wwwtraveljunkycom not even half as good,negative
10930,-PRON- mean -PRON- be just figure out how to work -PRON- all,neutral
10931,so -PRON- -PRON- bday weekend and   be already head southmight have to drive to atl tonight,negative
10932,-PRON- spend   hour sit out in the sun   picnic lunch   ice cream   win -PRON- should have have a BBQ today,positive
10933,-PRON- have add a new icon to the feedicon database   have some fun with -PRON-,positive
10934,want to go the the vintage paper show but no one will accompany -PRON-,negative
10935,-PRON- will be an Adventure   have fun with -PRON-   yr old and   mo old -PRON- be brave     hope -PRON- have a great time,positive
10936,go to workout   swin fun,positive
10937,follow -PRON- bro Vet,neutral
10938,have a face mask on hehe,neutral
10939,nice one,positive
10940,do -PRON- know if -PRON- text to   -PRON- will go to -PRON- twitter after -PRON- set -PRON- up with the setting   and FB post   text to,neutral
10941,yeah -PRON- guess -PRON- do sound a bit odd cause -PRON- s say really quickly,neutral
10942,RAIN AAAAAAAAAAHHHHHHHH -PRON- be go to melt   -PRON- cold freakin cold   brrrrrr,negative
10943,-PRON- wish -PRON- know   try to figure something out here too,positive
10944,then -PRON- must insist -PRON- write essay the twitt way   no more than   character,neutral
10945,boopboopboop still talk to ashley   brittany   -PRON- have be talk to ashley for forever and -PRON- convo still go place be awesome,positive
10946,jake thomas look so precious   i hate when -PRON- say there -PRON- be i see the white light in every ghost whisperer show,neutral
10947,Happy Star Wars Day ohhhhnow -PRON- get -PRON- May the   be with -PRON-   love -PRON- and monday sorry again starwarsday,neutral
10948,back from AOT last lec Alot of question mark on -PRON- head but thank God for all the tip Should be able to pull tru,positive
10949,i do not have -PRON- iphone until maybe next week,neutral
10950,what be -PRON- do up at that time,neutral
10951,i no i no bt i have only be a gamer for like   year when i make that attempt   lol yea i luvd   to an extent,positive
10952,Wahoo thank for the mention to other,positive
10953,hey Twitters,neutral
10954,there be nothing for -PRON- to do here   wk i should just go home or i can go look at bathing suit   bah humbug lol,neutral
10955,-PRON- be still up thank -PRON- all for pray   ahahaha -PRON- be watch Britney for the Record until school today should be a good day,positive
10956,girl   Bummermail come but package do not,negative
10957,that sound pretty sweet -PRON- too must be love -PRON- yeah man that sound cool keen for that,positive
10958,a thursday be that REALLY necessary    have u ever hear of school and horrible mum,negative
10959,apparently be not as good as the Brazillians tho,negative
10960,yep lose -PRON- bet to chris,negative
10961,be a lumberjack,neutral
10962,-PRON- have miss one this year -PRON- the forbidden fruit of all the tree in the garden -PRON- munch in disappointment on that one,negative
10963,Kennedy be reinjure at RAW on Monday -PRON- s get s serious muscle issue in -PRON- back and a broken wrist,negative
10964,hypnotic oh thanx just when i think ilost -PRON- iappreciate -PRON-,neutral
10965,horrible dream last night   also have one in which i be employedsigh if only,neutral
10966,feel bad that   do not get to see up,negative
10967,proper cba with out,neutral
10968,need to get an intel base mac     but this impact on dual core vs quad choice latter probably well for virtualization,positive
10969,thank for the follow -PRON- family photo be beautiful   happy mother day to -PRON- wife,positive
10970,-PRON- be have a closing down sale      do not look good,negative
10971,-PRON- be with ya on that one girl,neutral
10972,feel -PRON- pain with the hayfever   forget to take -PRON- yesterday again,negative
10973,krenee on a Saturday not so cool friend same job   different position let -PRON- know when -PRON- in town again Miss U,negative
10974,well -PRON- can not get Cupcake because -PRON- can not connect to TMobiles network because -PRON- SIM card be corrupt,negative
10975,-PRON- car crash tv at -PRON- bad,negative
10976,dig a downloaded film with mi familia -PRON- love itune,positive
10977,Bed Church in the morning Happy mother day,positive
10978,shout out to   and,negative
10979,go to Hong Kong tonight Hope -PRON- can sleep in the airplane worth case -PRON- have the last G Musso to read,neutral
10980,well than what -PRON- do to -PRON- MacBook keyboard yesterday spill a whole cup of hot chocolate on -PRON-,negative
10981,-PRON- be do awesome Rachel N have a bday party today   -PRON- be fun Btw have -PRON- see   Sams prom pix -PRON- be gorgeou,positive
10982,day of this month leave and -PRON- only have   leave on -PRON- onpeak download,neutral
10983,dam -PRON- -PRON- want an android stupid only roger,negative
10984,Ozzy be not follow -PRON- yet,neutral
10985,what s that the sun no sign here,neutral
10986,bran watch -PRON- video please do not make -PRON- go stalker status,neutral
10987,blah work at job one all day and job two all night,negative
10988,okso -PRON- be Twittin from -PRON- computerit go to be bad when i get on -PRON- phone cause -PRON- be going to be lose like,negative
10989,finish up -PRON- last Friday at Olive Crest,neutral
10990,everything okay,neutral
10991,the puppy be sick   and some one put -PRON- hand on -PRON- momma,negative
10992,be -PRON- normal for a masseusse to fully massage -PRON- buttock -PRON- swear -PRON- be a quarter inch from a medical exam,neutral
10993,well -PRON- still can not wait for the one shot,neutral
10994,if -PRON- call -PRON- cell phone would -PRON- let -PRON- talk to -PRON- teacher,neutral
10995,dang -PRON- just realize how bad -PRON- eye have get,negative
10996,yes but Cute and predictable work for -PRON-,positive
10997,hussein i have to wake up early than i think -PRON- dad want -PRON- to take -PRON- food at,negative
10998,thank for the ff shoutout -PRON- stick an extra e in -PRON- username tho so the link do not work,neutral
10999,be maxin and relaxin ahhh,positive
11000,have dinner at Jiulianis with family yum,positive
11001,-PRON- want some cheese fry from fontanas,neutral
11002,inspection go fine   -PRON- like the house woopee Would just be nice if -PRON- have be this morning so -PRON- could have do stuff today,positive
11003,IronPython   Windows Mobile be a nogo Compact Framework do not support ReflectionEmit,neutral
11004,that just mean -PRON- be not try hard enought,negative
11005,aww   -PRON- have to go to class on that day so imma do some weird half day thing just cause -PRON- wanna see what -PRON- about,negative
11006,what s be up with -PRON- -PRON- be spill everything,negative
11007,lame,negative
11008,-PRON- jazz band freakin KICKED   good job team,positive
11009,depress day today have to pack as leave ridiculously early tomoro,negative
11010,yeah -PRON- super   today    stupid writing   ugh,negative
11011,bring cat to specilist May be ectopic uritor do ultrasound Surgury would be   may need to take -PRON- back to humane society,neutral
11012,should be go to bed but can not sleep right now,negative
11013,write out mother day card to mom aunt and AMYYYY can not wait for -PRON- to be a mommy,positive
11014,haha -PRON- may good luck if -PRON- be take -PRON- as well   -PRON- be hope -PRON- get a   for put -PRON- name down,positive
11015,ah -PRON- misunderstand -PRON- message but really dislike the F word in the url    good luck with the march,neutral
11016,not sure what -PRON- be talk aboutim not on a ferris wheel -PRON- be on -PRON- couch,neutral
11017,today -PRON- be lonley girl with a guitar,neutral
11018,-PRON- tvs not work   i wanna watch vhit,negative
11019,morning to u,neutral
11020,yes -PRON- do and -PRON- be still almost at -PRON- Gmail storage ceiling ARGH -PRON- be be forced to delete stuff or buy more space,negative
11021,two hour till -PRON- offer on the house expire   no word yet come on people sell -PRON- -PRON- house Parker Colorado,neutral
11022,clean four bathroom this afternoonyes go ahead and feel sorry for melolmine be still wait for -PRON- attention,negative
11023,argh why why why,negative
11024,happy Birthday husband,positive
11025,go to bed watch a bit of qi wake up tomorrow to face the start of -PRON- last summer in bath Bit gutted atm to be home,negative
11026,would love to say TGIF but work at   tomorrow,neutral
11027,be -PRON- for dinner the amount for dinner one be great than say an afternoon snack a pack for the day be prob ok,positive
11028,sell so i hit cash and just take the tax out of -PRON- tip but then -PRON- drawer end up be   dollar short   idk if -PRON- cause,negative
11029,-PRON- wish -PRON- could go see ya at Warped for sure tho,positive
11030,up and listen to the monster,neutral
11031,haha i wish i could -PRON- look like a little boy now,positive
11032,the time be   and if finish -PRON- essay   -PRON- can have Sunday off   woop,positive
11033,have fun at chel with nicole and cry watch benjamin button    exciting night i must say,neutral
11034,dinner appointment tonight,neutral
11035,-PRON- already know what happen on Supernatural,neutral
11036,please give a shout out to -PRON- boyfriend Ron Griffin at   show in Denver -PRON- s in the nosebleed so really shout out,neutral
11037,success another paper demolish the rock god live on   morewell   to go yes out to celebrate awesomeness,positive
11038,-PRON- be not at chaseton either   please do not die -PRON- heart will be really sad,negative
11039,happy mother day to all the mom out there,positive
11040,-PRON- want to go outside and play in the sunshine but -PRON- have to sit in front of a computer all day    at least -PRON- can have lunch on the patio,negative
11041,anything,neutral
11042,oop forget -PRON- be have a barbecue at work today -PRON- do not need to pack a lunch after all,negative
11043,Rogï¿½rio Minotouro will fight now,negative
11044,hurray twin girl bear on this beautiful May day,positive
11045,-PRON- really need to update this more,neutral
11046,eww   what r u do atm,neutral
11047,wait for the band before the Singapore show meet Chris M and get ticket nothing -PRON- do not know,neutral
